date, pm25, pm10, o3, no2, so2, co,location
2023-08-22, 43, 19, 14, , , ,"public-relations department, bangkok"
2023-08-23, 44, 17, 10, , , ,"public-relations department, bangkok"
2023-08-24, 38, 18, 14, , , ,"public-relations department, bangkok"
2023-08-25, 39, 19, 10, , , ,"public-relations department, bangkok"
2023-08-26, 43, 15, 11, , , ,"public-relations department, bangkok"
2023-08-27, 39, 18, 14, , , ,"public-relations department, bangkok"
2023-08-28, 40, 14, 15, , , ,"public-relations department, bangkok"
2023-08-29, 36, 15, 14, , , ,"public-relations department, bangkok"
2023-08-30, 34, 27, 15, , , ,"public-relations department, bangkok"
2023-08-31, 54, 20, 10, , , ,"public-relations department, bangkok"
2023-09-01, 51, 24, 14, , , ,"public-relations department, bangkok"
2023-09-02, 56, 18, 17, , , ,"public-relations department, bangkok"
2023-09-03, 41, 12, 16, , , ,"public-relations department, bangkok"
2023-09-04, 37, 9, 10, , , ,"public-relations department, bangkok"
2023-09-05, 23, 11, 13, , , ,"public-relations department, bangkok"
2023-09-06, 33, 14, 11, , , ,"public-relations department, bangkok"
2023-09-07, 36, 10, 12, , , ,"public-relations department, bangkok"
2023-09-08, 26, 12, 15, , , ,"public-relations department, bangkok"
2023-09-09, 27, 9, 9, , , ,"public-relations department, bangkok"
2023-09-10, 27, 10, 8, , , ,"public-relations department, bangkok"
2023-09-11, 23, 10, 9, , , ,"public-relations department, bangkok"
2023-09-12, 23, 13, 10, , , ,"public-relations department, bangkok"
2023-09-13, 32, 16, 12, , , ,"public-relations department, bangkok"
2023-09-14, 39, 14, 11, , , ,"public-relations department, bangkok"
2023-09-15, 37, 11, 16, , , ,"public-relations department, bangkok"
2023-09-16, 27, 8, 10, , , ,"public-relations department, bangkok"
2023-09-17, 26, 13, 9, , , ,"public-relations department, bangkok"
2023-09-18, 28, 18, 20, , , ,"public-relations department, bangkok"
2023-09-19, 43, 17, 16, , , ,"public-relations department, bangkok"
2023-09-20, 46, 18, 18, , , ,"public-relations department, bangkok"
2023-09-21, 33, 19, 27, , , ,"public-relations department, bangkok"
2023-09-22, 41, 17, 19, , , ,"public-relations department, bangkok"
2023-09-23, 50, 24, 18, , , ,"public-relations department, bangkok"
2023-09-24, 57, 22, 14, , , ,"public-relations department, bangkok"
2023-09-25, 53, 15, 17, , , ,"public-relations department, bangkok"
2023-09-26, 43, 14, 8, , , ,"public-relations department, bangkok"
2023-09-27, 32, 11, 6, , , ,"public-relations department, bangkok"
2023-09-28, 23, 11, 8, , , ,"public-relations department, bangkok"
2023-09-29, 28, 15, 12, , , ,"public-relations department, bangkok"
2023-09-30, 36, 14, 13, , , ,"public-relations department, bangkok"
2023-04-01, 58, 25, 18, 6, , ,"public-relations department, bangkok"
2023-04-02, 67, 38, 37, 13, , ,"public-relations department, bangkok"
2023-04-03, 88, 45, 43, 14, , ,"public-relations department, bangkok"
2023-04-04, 100, 46, 39, 16, , ,"public-relations department, bangkok"
2023-04-05, 110, 44, 41, 11, , ,"public-relations department, bangkok"
2023-04-06, 102, 31, 12, 13, , ,"public-relations department, bangkok"
2023-04-07, 70, 24, 19, 10, , ,"public-relations department, bangkok"
2023-04-08, 56, 24, 18, 10, , ,"public-relations department, bangkok"
2023-04-09, 59, 23, 19, 8, , ,"public-relations department, bangkok"
2023-04-10, 58, 35, 24, 10, , ,"public-relations department, bangkok"
2023-04-11, 82, 35, 17, 8, , ,"public-relations department, bangkok"
2023-04-12, 91, 42, 24, 9, , ,"public-relations department, bangkok"
2023-04-13, 103, 51, 23, 8, , ,"public-relations department, bangkok"
2023-04-14, 119, 57, 22, 8, , ,"public-relations department, bangkok"
2023-04-15, 126, 57, 17, 9, , ,"public-relations department, bangkok"
2023-04-16, 128, 52, 22, 11, , ,"public-relations department, bangkok"
2023-04-17, 121, 48, 18, 8, , ,"public-relations department, bangkok"
2023-04-18, 112, 49, 29, 10, , ,"public-relations department, bangkok"
2023-04-19, 114, 50, 28, 13, , ,"public-relations department, bangkok"
2023-04-20, 112, 59, 29, 12, , ,"public-relations department, bangkok"
2023-04-21, 128, 57, 27, 11, , ,"public-relations department, bangkok"
2023-04-22, 130, 39, 13, 6, , ,"public-relations department, bangkok"
2023-04-23, 90, 36, 26, 15, , ,"public-relations department, bangkok"
2023-04-24, 76, 27, 28, 15, , ,"public-relations department, bangkok"
2023-04-25, 64, 24, 12, 20, , ,"public-relations department, bangkok"
2023-04-26, 58, 38, 43, 24, , ,"public-relations department, bangkok"
2023-04-27, 84, 28, 25, 13, , ,"public-relations department, bangkok"
2023-04-28, 69, 28, 21, 8, , ,"public-relations department, bangkok"
2023-04-29, 69, 22, 14, 15, , ,"public-relations department, bangkok"
2023-04-30, 58, 28, 33, 18, , ,"public-relations department, bangkok"
2023-05-01, 71, 27, 19, 12, , ,"public-relations department, bangkok"
2023-05-02, 65, 22, 23, 10, , ,"public-relations department, bangkok"
2023-05-03, 54, 22, 20, 7, , ,"public-relations department, bangkok"
2023-05-04, 48, 25, 31, 9, , ,"public-relations department, bangkok"
2023-05-05, 54, 28, 30, 12, , ,"public-relations department, bangkok"
2023-05-06, 62, 24, 24, 9, , ,"public-relations department, bangkok"
2023-05-07, 55, 28, 15, 11, , ,"public-relations department, bangkok"
2023-05-08, 62, 25, 26, 14, , ,"public-relations department, bangkok"
2023-05-09, 60, 22, 27, , , ,"public-relations department, bangkok"
2023-05-10, 51, 23, 14, , , ,"public-relations department, bangkok"
2023-05-11, 55, 21, 14, , , ,"public-relations department, bangkok"
2023-05-12, 44, 19, 18, , , ,"public-relations department, bangkok"
2023-05-13, 43, 24, 15, , , ,"public-relations department, bangkok"
2023-05-14, 52, 34, 20, , , ,"public-relations department, bangkok"
2023-05-15, 72, 41, 29, 14, , ,"public-relations department, bangkok"
2023-05-16, 84, 37, 25, 15, , ,"public-relations department, bangkok"
2023-05-17, 78, 37, 21, 13, , ,"public-relations department, bangkok"
2023-05-18, 72, 36, 23, 14, , ,"public-relations department, bangkok"
2023-05-19, 72, 38, 25, 12, , ,"public-relations department, bangkok"
2023-05-20, 75, 37, 27, 9, , ,"public-relations department, bangkok"
2023-05-21, 75, 29, 30, 9, , ,"public-relations department, bangkok"
2023-05-22, 66, 32, 21, 11, , ,"public-relations department, bangkok"
2023-05-23, 65, 32, 20, 10, , ,"public-relations department, bangkok"
2023-05-24, 64, 39, 18, 9, , ,"public-relations department, bangkok"
2023-05-25, 71, 42, 20, 13, , ,"public-relations department, bangkok"
2023-05-26, 72, 35, 20, 14, , ,"public-relations department, bangkok"
2023-05-27, 69, 27, 32, 17, , ,"public-relations department, bangkok"
2023-05-28, 56, 19, 25, 18, , ,"public-relations department, bangkok"
2023-05-29, 52, 19, 27, 18, , ,"public-relations department, bangkok"
2023-05-30, 49, 24, 25, 14, , ,"public-relations department, bangkok"
2023-05-31, 53, 30, 20, 10, , ,"public-relations department, bangkok"
2023-06-01, 63, 31, 21, 10, , ,"public-relations department, bangkok"
2023-06-02, 66, 26, 17, 6, , ,"public-relations department, bangkok"
2023-06-03, 58, 14, 18, 6, , ,"public-relations department, bangkok"
2023-06-04, 34, 14, 19, 9, , ,"public-relations department, bangkok"
2023-06-05, 37, 24, 17, 11, , ,"public-relations department, bangkok"
2023-06-06, 55, 17, 19, 8, , ,"public-relations department, bangkok"
2023-06-07, 45, 16, 15, 12, , ,"public-relations department, bangkok"
2023-06-08, 44, 12, 13, 9, , ,"public-relations department, bangkok"
2023-06-09, 33, 15, 18, 8, , ,"public-relations department, bangkok"
2023-06-10, 36, 12, 18, 6, , ,"public-relations department, bangkok"
2023-06-11, 34, 15, 23, 7, , ,"public-relations department, bangkok"
2023-06-12, 39, 13, 13, 8, , ,"public-relations department, bangkok"
2023-06-13, 35, 12, 10, 7, , ,"public-relations department, bangkok"
2023-06-14, 30, 14, 17, , , ,"public-relations department, bangkok"
2023-06-15, 32, 16, 12, , , ,"public-relations department, bangkok"
2023-06-16, 37, 14, 14, , , ,"public-relations department, bangkok"
2023-06-17, 30, 14, 12, , , ,"public-relations department, bangkok"
2023-06-18, 36, 16, 17, , , ,"public-relations department, bangkok"
2023-06-19, 34, 17, 20, , , ,"public-relations department, bangkok"
2023-06-20, 41, 19, 20, , , ,"public-relations department, bangkok"
2023-06-21, 44, 21, 22, , , ,"public-relations department, bangkok"
2023-06-22, 48, 21, 24, , , ,"public-relations department, bangkok"
2023-06-23, 46, 13, 11, , , ,"public-relations department, bangkok"
2023-06-24, 29, 13, 13, , , ,"public-relations department, bangkok"
2023-06-25, 30, 12, 11, , , ,"public-relations department, bangkok"
2023-06-26, 31, 12, 17, , , ,"public-relations department, bangkok"
2023-06-27, 28, 18, 22, , , ,"public-relations department, bangkok"
2023-06-28, 40, 20, 27, , , ,"public-relations department, bangkok"
2023-06-29, 50, 15, 13, 10, , ,"public-relations department, bangkok"
2023-06-30, 39, 13, 19, 12, , ,"public-relations department, bangkok"
2023-01-02, 71, 36, 24, 23, , ,"public-relations department, bangkok"
2023-01-03, 68, 32, 24, 27, , ,"public-relations department, bangkok"
2023-01-04, 56, 33, 23, 24, , ,"public-relations department, bangkok"
2023-01-05, 55, 26, 19, 20, , ,"public-relations department, bangkok"
2023-01-06, 44, 25, 20, 20, , ,"public-relations department, bangkok"
2023-01-07, 54, 44, 24, 24, , ,"public-relations department, bangkok"
2023-01-08, 85, 49, 27, 26, , ,"public-relations department, bangkok"
2023-01-09, 101, 42, 17, , , ,"public-relations department, bangkok"
2023-01-10, 81, 21, 10, , , ,"public-relations department, bangkok"
2023-01-11, 45, 32, 21, , , ,"public-relations department, bangkok"
2023-01-12, 63, 29, 23, , , ,"public-relations department, bangkok"
2023-01-13, 58, 31, 28, , , ,"public-relations department, bangkok"
2023-01-14, 52, 34, 29, 19, , ,"public-relations department, bangkok"
2023-01-15, 63, 34, 31, 15, , ,"public-relations department, bangkok"
2023-01-16, 60, 38, 26, 23, , ,"public-relations department, bangkok"
2023-01-17, 74, 34, 22, 20, , ,"public-relations department, bangkok"
2023-01-18, 65, 32, 26, 24, , ,"public-relations department, bangkok"
2023-01-19, 60, 39, 28, 29, , ,"public-relations department, bangkok"
2023-01-20, 69, 40, 28, 29, , ,"public-relations department, bangkok"
2023-01-21, 76, 45, 30, 33, , ,"public-relations department, bangkok"
2023-01-22, 89, 54, 30, 38, , ,"public-relations department, bangkok"
2023-01-23, 114, 55, 22, 28, , ,"public-relations department, bangkok"
2023-01-24, 109, 38, 25, 23, , ,"public-relations department, bangkok"
2023-01-25, 64, 53, 32, , , ,"public-relations department, bangkok"
2023-01-26, 96, 54, 35, 33, , ,"public-relations department, bangkok"
2023-01-27, 112, 32, 22, 20, , ,"public-relations department, bangkok"
2023-01-28, 57, 42, 29, 20, , ,"public-relations department, bangkok"
2023-01-29, 71, 53, 25, 31, , ,"public-relations department, bangkok"
2023-01-30, 89, 68, 39, 40, , ,"public-relations department, bangkok"
2023-01-31, 138, 75, 55, 54, , ,"public-relations department, bangkok"
2023-02-01, 151, 71, 58, 49, , ,"public-relations department, bangkok"
2023-02-02, 146, 45, 23, 16, , ,"public-relations department, bangkok"
2023-02-03, 91, 32, 22, 12, , ,"public-relations department, bangkok"
2023-02-04, 68, 28, 18, 16, , ,"public-relations department, bangkok"
2023-02-05, 54, 27, 18, 11, , ,"public-relations department, bangkok"
2023-02-06, 51, 27, 15, 8, , ,"public-relations department, bangkok"
2023-02-07, 49, 29, 18, , , ,"public-relations department, bangkok"
2023-02-08, 53, 23, 16, , , ,"public-relations department, bangkok"
2023-02-09, 43, 20, 12, , , ,"public-relations department, bangkok"
2023-02-10, 39, 21, 13, , , ,"public-relations department, bangkok"
2023-02-11, 38, 23, 16, , , ,"public-relations department, bangkok"
2023-02-12, 44, 26, 15, , , ,"public-relations department, bangkok"
2023-02-13, 51, 30, 26, , , ,"public-relations department, bangkok"
2023-02-14, 62, 36, 8, , , ,"public-relations department, bangkok"
2023-02-15, 73, 28, 19, , , ,"public-relations department, bangkok"
2023-02-16, 58, 41, 23, , , ,"public-relations department, bangkok"
2023-02-17, 77, 49, 35, , , ,"public-relations department, bangkok"
2023-02-18, 98, 55, 42, , , ,"public-relations department, bangkok"
2023-02-19, 120, 44, 29, , , ,"public-relations department, bangkok"
2023-02-20, 86, 44, 28, , , ,"public-relations department, bangkok"
2023-02-21, 83, 49, 31, , , ,"public-relations department, bangkok"
2023-02-22, 96, 52, 39, , , ,"public-relations department, bangkok"
2023-02-23, 101, 59, 33, 48, , ,"public-relations department, bangkok"
2023-02-24, 124, 49, 26, 24, , ,"public-relations department, bangkok"
2023-02-25, 94, 41, 33, 23, , ,"public-relations department, bangkok"
2023-02-26, 79, 49, 34, 31, , ,"public-relations department, bangkok"
2023-02-27, 93, 58, 40, 40, , ,"public-relations department, bangkok"
2023-02-28, 108, 54, 35, 41, , ,"public-relations department, bangkok"
2023-03-01, 113, 56, 32, 36, , ,"public-relations department, bangkok"
2023-03-02, 114, 46, 31, 30, , ,"public-relations department, bangkok"
2023-03-03, 88, 59, 28, 29, , ,"public-relations department, bangkok"
2023-03-04, 122, 55, 31, 29, , ,"public-relations department, bangkok"
2023-03-05, 115, 59, 31, 24, , ,"public-relations department, bangkok"
2023-03-06, 131, 68, 37, 38, , ,"public-relations department, bangkok"
2023-03-07, 151, 63, 39, 22, , ,"public-relations department, bangkok"
2023-03-08, 139, 52, 33, 16, , ,"public-relations department, bangkok"
2023-03-09, 109, 54, 33, 17, , ,"public-relations department, bangkok"
2023-03-10, 115, 44, 24, 7, , ,"public-relations department, bangkok"
2023-03-11, 92, 45, 22, , , ,"public-relations department, bangkok"
2023-03-12, 89, 47, 21, , , ,"public-relations department, bangkok"
2023-03-13, 101, 51, 28, , , ,"public-relations department, bangkok"
2023-03-14, 102, 47, 34, , , ,"public-relations department, bangkok"
2023-03-15, 101, 40, 23, , , ,"public-relations department, bangkok"
2023-03-16, 76, 32, 24, , , ,"public-relations department, bangkok"
2023-03-17, 65, 31, 23, 8, , ,"public-relations department, bangkok"
2023-03-18, 62, 28, 18, 6, , ,"public-relations department, bangkok"
2023-03-19, 62, 30, 19, 7, , ,"public-relations department, bangkok"
2023-03-20, 64, 28, 15, 7, , ,"public-relations department, bangkok"
2023-03-21, 70, 31, 18, 8, , ,"public-relations department, bangkok"
2023-03-22, 69, 21, 13, 7, , ,"public-relations department, bangkok"
2023-03-23, 55, 27, 19, 9, , ,"public-relations department, bangkok"
2023-03-24, 62, 24, 16, 8, , ,"public-relations department, bangkok"
2023-03-25, 59, 22, 16, 7, , ,"public-relations department, bangkok"
2023-03-26, 55, 24, 18, 8, , ,"public-relations department, bangkok"
2023-03-27, 61, 19, 15, 7, , ,"public-relations department, bangkok"
2023-03-28, 48, 15, 13, 8, , ,"public-relations department, bangkok"
2023-03-29, 38, 20, 14, 7, , ,"public-relations department, bangkok"
2023-03-30, 50, 22, 17, , , ,"public-relations department, bangkok"
2023-03-31, 54, 26, 16, 8, , ,"public-relations department, bangkok"
2022-10-01, 32, 18, 19, 13, , ,"public-relations department, bangkok"
2022-10-02, 34, 17, 8, 13, , ,"public-relations department, bangkok"
2022-10-03, 34, 16, 9, 11, , ,"public-relations department, bangkok"
2022-10-04, 30, 27, 3, 14, , ,"public-relations department, bangkok"
2022-10-05, 52, 27, 13, 14, , ,"public-relations department, bangkok"
2022-10-06, 53, 19, 11, 13, , ,"public-relations department, bangkok"
2022-10-07, 37, 16, 11, 11, , ,"public-relations department, bangkok"
2022-10-08, 34, 17, 12, 12, , ,"public-relations department, bangkok"
2022-10-09, 30, 13, 10, 12, , ,"public-relations department, bangkok"
2022-10-10, 22, 18, 18, 19, , ,"public-relations department, bangkok"
2022-10-11, 39, 29, 22, 24, , ,"public-relations department, bangkok"
2022-10-12, 63, 28, 28, 20, , ,"public-relations department, bangkok"
2022-10-13, 61, 36, 29, 23, , ,"public-relations department, bangkok"
