Unnamed: 0,temp_avg,dew_avg,hum_avg,wind_speed_avg,pressure_avg,precip,month,year,location
28,28.83333333,22.77777778,71.1,13.67939,1009.14422,0,2,2020,Thonburi Power Sub Station
0,30.72222222,23.33333333,65.3,20.92142,1009.14422,0,4,2023,Thonburi Power Sub Station
1,30.33333333,23.44444444,66.8,20.438618,1009.14422,0,4,2023,Thonburi Power Sub Station
2,31.27777778,21.77777778,59,16.415268,1005.75783,0,4,2023,Thonburi Power Sub Station
3,31.22222222,22.61111111,61.4,17.70274,1005.75783,0,4,2023,Thonburi Power Sub Station
4,31.11111111,20.77777778,56.9,13.035654,1005.75783,0,4,2023,Thonburi Power Sub Station
5,31.5,23.5,63.8,13.67939,1009.14422,0,4,2023,Thonburi Power Sub Station
6,29.88888889,23.38888889,68.2,13.357522,1009.14422,0,4,2023,Thonburi Power Sub Station
7,30.61111111,23.11111111,65.2,12.713786,1012.53061,0,4,2023,Thonburi Power Sub Station
8,30.61111111,23.5,67.2,13.840324,1012.53061,0,4,2023,Thonburi Power Sub Station
9,31.16666667,23.66666667,65.3,18.024608,1009.14422,0,4,2023,Thonburi Power Sub Station
10,31.55555556,24.44444444,66.6,17.380872,1009.14422,0,4,2023,Thonburi Power Sub Station
