date, pm25, pm10, o3, no2, so2, co
2023/10/14, 51, 29, 23, 6, , 
2023/10/15, 55, 34, 26, 8, 1, 
2023/10/16, 62, 45, 27, 11, , 
2023/10/17, 87, 50, 29, 12, , 
2023/10/18, 100, 38, 19, 12, , 
2023/10/19, 74, 53, 29, 13, , 
2023/10/20, 100, 32, 17, 8, , 
2023/10/21, 61, 23, 16, 6, , 
2023/10/22, 41, 36, 30, 8, , 
2023/10/23, 74, 46, 24, 13, , 
2023/10/24, 81, 38, 20, 11, , 
2023/10/25, 68, 30, 16, 9, , 
2023/10/26, 57, 33, 21, 12, , 
2023/10/27, 62, 34, 13, 15, , 
2023/10/28, 65, 40, 19, 10, , 
2023/10/29, 75, 29, 8, 10, , 
2023/10/30, 57, 26, 14, 9, , 
2023/10/31, 42, 36, 26, 10, , 
2023/11/1, 61, 50, 31, 13, , 
2023/11/2, 82, 54, 27, 13, 1, 
2023/11/3, 103, 52, 19, 16, , 
2023/11/4, 116, 33, 17, 11, , 
2023/11/5, 64, 35, 18, 10, , 
2023/11/6, 66, 21, 18, 8, , 
2023/11/7, 48, 33, 18, 14, , 
2023/11/8, 65, 33, 10, 12, , 
2023/11/9, 60, 31, 11, 10, , 
2023/11/10, 60, 31, 10, 9, , 
2023/11/11, 57, 30, 9, 8, , 
2023/11/12, 55, 40, 10, 10, , 
2023/11/13, 60, 33, 12, 9, , 
2023/11/14, 55, 27, 14, 9, , 
2023/11/15, 45, 32, 15, 9, , 
2023/11/16, 55, 26, 19, 8, , 
2023/11/17, 46, 52, 22, 12, 1, 
2023/11/18, 77, 57, 24, 14, 1, 
2023/11/19, 90, 56, 24, 16, , 
2023/11/20, 90, 56, 28, 13, 1, 
2023/11/21, 97, 63, 28, 13, 1, 
2023/11/22, 114, 52, 18, 13, 2, 
2023/11/23, 93, 50, 4, 11, , 
2023/11/24, 88, 42, 22, 10, , 
2023/11/25, 67, 47, 22, 11, , 
2023/11/26, 84, 31, 16, 10, , 
2023/11/27, 60, 52, 22, 15, , 
2023/11/28, 99, 63, 14, 18, 1, 
2023/11/29, 123, 53, 17, 13, , 
2023/11/30, 103, 41, 16, 11, , 
2023/12/1, 72, 29, 11, 8, , 
2023/12/2, 54, 33, 19, 9, , 
2023/12/3, 59, 31, 13, 8, , 
2023/12/4, 63, 36, 18, 8, , 
2023/12/5, 74, 39, 23, 11, , 
2023/12/6, 76, 21, 14, 6, 1, 
2023/12/7, 45, 37, 19, 11, , 
2023/12/8, 68, 51, 27, 13, , 
2023/12/9, 95, 60, 35, 11, , 
2023/12/10, 130, 50, 26, 11, , 
2023/12/11, 101, 57, 17, 17, 1, 
2023/12/12, 116, 52, 14, 12, 1, 
2023/12/13, 95, 43, 14, 12, , 
2023/12/14, 76, 58, 16, 17, 1, 
2023/12/15, 106, 54, 18, 18, , 
2023/12/16, 104, 46, 13, 11, , 
2023/12/17, 76, 46, 22, 12, 1, 
2023/12/18, 69, 49, 20, 16, , 
2023/12/19, 85, 55, 21, 16, , 
2023/12/20, 90, 41, 20, 10, , 
2023/12/21, 60, 45, 21, 10, , 
2023/12/22, 68, 54, 21, 11, 1, 
2023/12/23, 82, 54, 17, 10, 1, 
2023/12/24, 87, 57, 20, 13, 1, 
2023/12/25, 95, 62, 20, 17, 1, 
2023/12/26, 118, 59, 23, 18, 1, 
2023/12/27, 103, 56, 26, 15, , 
2023/12/28, 105, 55, 27, 11, 1, 
2023/12/29, 111, 51, 29, 6, 1, 
2023/12/30, 109, 44, 28, 6, 1, 
2023/12/31, 96, 43, 24, 8, 1, 
2023/7/1, 31, 11, 14, 4, , 
2023/7/2, 18, 17, 13, 7, , 
2023/7/3, 24, 29, 9, 8, , 
2023/7/4, 45, 27, 18, 11, , 
2023/7/5, 53, 22, 19, 7, , 
2023/7/6, 40, 26, 24, 6, , 
2023/7/7, 44, 21, 19, 6, , 
2023/7/8, 37, 16, 7, 8, , 
2023/7/9, 37, 14, 9, 7, , 
2023/7/10, 30, 15, 14, 7, , 
2023/7/11, 24, 26, 20, 6, , 
2023/7/12, 43, 22, 14, 4, 3, 
2023/7/13, 32, 23, 11, 3, 2, 
2023/7/14, 38, 30, 11, 3, , 
2023/7/15, 50, 32, 11, 2, , 
2023/7/16, 56, 16, 13, 2, , 
2023/7/17, 25, 19, 12, 2, , 
2023/7/18, 29, 24, 12, 5, , 
2023/7/19, 41, 24, 12, 5, , 
2023/7/20, 49, 27, 17, 5, , 
2023/7/21, 52, 19, 17, 6, , 
2023/7/22, 43, 14, 13, 5, , 
2023/7/23, 31, 22, 15, 6, 4, 
2023/7/24, 38, 23, 12, 5, , 
2023/7/25, 41, 21, 13, 3, , 
2023/7/26, 36, 22, 10, 2, , 
2023/7/27, 31, 16, 10, 2, , 
2023/7/28, 30, 26, 11, 4, 1, 
2023/7/29, 38, 17, 11, 4, , 
2023/7/30, 32, 21, 8, 3, , 
2023/7/31, 37, 28, 10, 3, , 
2023/8/1, 43, 32, 7, 5, , 
2023/8/2, 54, 28, 10, 7, , 
2023/8/3, 51, 32, 12, 7, , 
2023/8/4, 52, 27, 14, 5, , 
2023/8/5, 50, 23, 11, 4, 1, 
2023/8/6, 42, 24, 13, 6, , 
2023/8/7, 43, 26, 11, 6, 1, 
2023/8/8, 43, 34, 14, 6, , 
2023/8/9, 55, 24, 18, 5, , 
2023/8/10, 43, 24, 17, 5, 2, 
2023/8/11, 43, 31, 13, 4, , 
2023/8/12, 51, 27, 17, 2, , 
2023/8/13, 48, 28, 15, 4, , 
2023/8/14, 49, 24, 14, 5, , 
2023/8/15, 44, 20, 18, 6, , 
2023/8/16, 36, 28, 17, 7, 1, 
2023/8/17, 55, 26, 15, 4, 1, 
2023/8/18, 45, 31, 19, 3, , 
2023/8/19, 51, 28, 18, 5, , 
2023/8/20, 54, 23, 11, 9, , 
2023/8/21, 40, 22, 20, 7, , 
2023/8/22, 45, 19, 16, 8, , 
2023/8/23, 39, 23, 14, 7, , 
2023/8/24, 40, 21, 14, 5, , 
2023/8/25, 42, 23, 11, 5, , 
2023/8/26, 45, 23, 13, 5, , 
2023/8/27, 43, 24, 15, 4, 1, 
2023/8/28, 38, 22, 17, 6, 1, 
2023/8/29, 43, 25, 18, 8, 1, 
2023/8/30, 47, 33, 16, 7, 2, 
2023/8/31, 58, 26, 13, 6, , 
2023/9/1, 54, 32, 15, 5, , 
2023/9/2, 59, 23, 21, 3, , 
2023/9/3, 43, 17, 16, 5, , 
2023/9/4, 32, 14, 12, 3, , 
2023/9/5, 19, 16, 13, 5, , 
2023/9/6, 32, 19, 13, 5, , 
2023/9/7, 38, 15, 14, 3, , 
